iter	Logloss
261	0.3824307171
262	0.3821071796
263	0.3818394106
264	0.3814319781
265	0.3808359175
266	0.3806859771
267	0.3801876751
268	0.3799101132
269	0.3797440031
270	0.3795485995
271	0.3794941404
272	0.3792528181
273	0.3789673136
274	0.3785596819
275	0.3782687401
276	0.3781373323
277	0.3779586678
278	0.3776851483
279	0.3772324804
280	0.3769346209
281	0.3766385548
282	0.3763603097
283	0.3761753822
284	0.3759520801
285	0.375728294
286	0.3756186357
287	0.3755404629
288	0.3752355149
289	0.3750142055
290	0.3745683414
291	0.3743012841
292	0.3740115379
293	0.3737435697
294	0.3735058343
295	0.3732370405
296	0.3730970354
297	0.3729344838
298	0.3726727215
299	0.3725125896
300	0.3723304521
301	0.3722354263
302	0.3719932784
303	0.3717629447
304	0.3715385608
305	0.3712908901
306	0.3711035714
307	0.3709607765
308	0.3706586468
309	0.3704431448
310	0.3702166258
311	0.3700219624
312	0.3698582436
313	0.369569323
314	0.3694383422
315	0.369145066
316	0.3688332003
317	0.3687122971
318	0.3683142591
319	0.3681446759
320	0.3679675771
321	0.3677056156
322	0.3675234211
323	0.3674288223
324	0.3673097981
325	0.3671422645
326	0.3669561415
327	0.3666642032
328	0.3664008183
329	0.3662159478
330	0.3660395323
331	0.3658110775
332	0.3656477857
333	0.3654350736
334	0.3652594267
335	0.3648104027
336	0.3646256176
337	0.3644108843
338	0.3638709339
339	0.3636032788
340	0.3634332116
341	0.3632517573
342	0.3630458205
343	0.3627992886
344	0.3626377049
345	0.3624804198
346	0.3622759919
347	0.362106551
348	0.361857884
349	0.3615792972
350	0.3613398538
351	0.3612095278
352	0.3611108296
353	0.360946029
354	0.3608667174
355	0.3606771213
356	0.3604338916
357	0.3602290936
358	0.3598053206
359	0.3597637006
360	0.3594555641
361	0.359333323
362	0.3589511131
363	0.3587655025
364	0.3586296537
365	0.3585203085
366	0.3581592788
367	0.3579723301
368	0.3577401175
369	0.3575463936
370	0.3574285934
371	0.3572391681
372	0.3570926439
373	0.3567847636
374	0.3566078072
375	0.3564481308
376	0.3560825746
377	0.3560761124
378	0.3558604112
379	0.3558132684
380	0.3554672697
381	0.3551971094
382	0.3550118973
383	0.3549187504
384	0.3546190974
385	0.3543274723
386	0.3540784067
387	0.3539636242
388	0.3537481792
389	0.3534689946
390	0.3532202991
391	0.3530581175
392	0.352918938
393	0.3528763216
394	0.3525743057
395	0.3524555377
396	0.3522698132
397	0.3521382915
398	0.3518589077
399	0.3516978933
400	0.3516545082
401	0.3513787682
402	0.3513170499
403	0.3510949149
404	0.3510175392
405	0.3509828653
406	0.3507685875
407	0.3507314084
408	0.3506964498
409	0.3504229873
410	0.3502612043
411	0.3500837924
412	0.3498882465
413	0.3497638418
414	0.3494492716
415	0.3492432779
416	0.3490552191
417	0.3489351415
418	0.3485566609
419	0.3482987133
420	0.3480883072
421	0.3480771762
422	0.3479334988
423	0.3477483721
424	0.3475373112
425	0.347462953
426	0.3471508595
427	0.346970487
428	0.3468038075
429	0.346572392
430	0.3464372834
431	0.3461840046
432	0.3461176744
433	0.3459704954
434	0.3458462616
435	0.3457735546
436	0.3456321546
437	0.3452338318
438	0.3451290985
439	0.3449756565
440	0.3447776908
441	0.3446319637
442	0.344454808
443	0.3442574971
444	0.3440605277
445	0.3440255407
446	0.3439456313
447	0.3437784394
448	0.343552262
449	0.3434691358
450	0.3433016592
451	0.3431602592
452	0.343098797
453	0.3428751817
454	0.342719804
455	0.3423255237
456	0.3422420843
457	0.3419825995
458	0.3417380603
459	0.3416391629
460	0.3413971004
461	0.3413198955
462	0.3411201933
463	0.3410834412
464	0.340784813
465	0.3404882346
466	0.3401946452
467	0.3398911206
468	0.3398734135
469	0.3396980798
470	0.3396245188
471	0.3395067471
472	0.3394661234
473	0.339335769
474	0.3390607976
475	0.3389655725
476	0.3388349049
477	0.3387963594
478	0.3387828941
479	0.3387048921
480	0.3386063078
481	0.338442475
482	0.3382682231
483	0.3381359613
484	0.3379185235
485	0.3378588548
486	0.3378069294
487	0.3375277163
488	0.3373627449
489	0.3371551001
490	0.3370957161
491	0.3368157344
492	0.3367301315
493	0.3365953929
494	0.3364979189
495	0.3363886022
496	0.3360464751
497	0.3358123552
498	0.3356893739
499	0.3355826193
500	0.3354879066
501	0.3352690739
502	0.3352124228
503	0.335101882
504	0.3350227698
505	0.3348581684
506	0.3347259635
507	0.3345711836
508	0.3343688623
509	0.3340535235
510	0.3339744112
511	0.3336584177
512	0.333396997
513	0.3333538112
514	0.3333228382
515	0.3332602657
516	0.3330397535
517	0.3328070569
518	0.3327072485
519	0.3324880742
520	0.3322991613
521	0.3321018219
522	0.3319613613
523	0.3318242884
524	0.3315078678
525	0.3312907148
526	0.3311935254
527	0.3309958159
528	0.3309035799
529	0.3308055365
530	0.3306708265
531	0.3305014425
532	0.3304509974
533	0.3302751797
534	0.3301765385
535	0.329998785
536	0.3298929129
537	0.3297739741
538	0.3296617536
539	0.3295897583
540	0.329498348
541	0.3292670463
542	0.3292109361
543	0.3290485553
544	0.3290045439
545	0.3288965937
546	0.3286634701
547	0.3285124195
548	0.3283156779
549	0.3282006677
550	0.328016879
551	0.3277935768
552	0.3275546743
553	0.3273725367
554	0.327361235
555	0.3272652128
556	0.3271564654
557	0.3271221616
558	0.3270643149
559	0.3270084039
560	0.3269476819
561	0.3268197188
562	0.3267415175
563	0.3265133473
564	0.3263836192
565	0.326240995
566	0.3260939584
567	0.325993239
568	0.3259273358
569	0.3258611764
570	0.325635483
571	0.3254846601
572	0.3253807808
573	0.3250366325
574	0.3250330171
575	0.3248433355
576	0.3247446658
577	0.3246028388
578	0.3245330355
579	0.3243498162
580	0.3242250983
581	0.3242052562
582	0.3241302149
583	0.3240749872
584	0.3238727228
585	0.3238480696
586	0.3236808777
587	0.3235636754
588	0.3234892034
589	0.3233316905
590	0.3232189862
591	0.3231513749
592	0.3228956479
593	0.322662809
594	0.3225765798
595	0.3222930111
596	0.3220582649
597	0.3220120046
598	0.3218612102
599	0.321750954
600	0.3214949992
601	0.3213115521
602	0.3211712054
603	0.3211213866
604	0.3208642646
605	0.3207172849
606	0.3206263585
607	0.3205996271
608	0.3204412318
609	0.3202824948
610	0.32012279
611	0.3199174796
612	0.3197835097
613	0.3196474901
614	0.3193702982
615	0.3191854847
616	0.3190710723
617	0.318731308
618	0.3186614193
619	0.3185860933
620	0.3183435469
621	0.3181766965
622	0.3180877344
623	0.3179575792
624	0.3176115805
625	0.317547243
626	0.3173267308
627	0.3171490627
628	0.3168134832
629	0.3167366199
630	0.3165989207
631	0.3165758048
632	0.3164884653
633	0.3164352872
634	0.3163664804
635	0.3163288173
636	0.3160406084
637	0.3158149719
638	0.3156849875
639	0.3155934348
640	0.3154879897
641	0.315376908
642	0.3152969133
643	0.3152456141
644	0.3151058937
645	0.3150478192
646	0.3147963339
647	0.3146648407
648	0.3144870018
649	0.3144348486
650	0.3144075764
651	0.3143748952
652	0.3141829363
653	0.3140577345
654	0.3138732056
655	0.3136813605
656	0.3135850821
657	0.3135152219
658	0.3134315832
659	0.3133231775
660	0.3131884675
661	0.3129945157
662	0.3128932554
663	0.3127835971
664	0.3127577483
665	0.3127046841
666	0.3124806988
667	0.312363468
668	0.3121956783
669	0.312044713
670	0.3119864393
671	0.3116996537
672	0.3111873456
673	0.3109918281
674	0.3109064814
675	0.310802659
676	0.3107189634
677	0.3106466265
678	0.3105517999
679	0.3104503689
680	0.3102089042
681	0.3101995098
682	0.3100180839
683	0.3097725484
684	0.3095970723
685	0.3095075123
686	0.3093674218
687	0.3093539565
688	0.3092270467
689	0.309057435
690	0.3089661669
691	0.3088739594
692	0.3087629631
693	0.3085782065
694	0.3082819697
695	0.3082592523
696	0.3081449537
697	0.307963414
698	0.3077981863
699	0.3076097289
700	0.3074804562
701	0.307099015
702	0.3069707956
703	0.3068213392
704	0.3063982494
705	0.3062746418
706	0.3062565932
707	0.3059046731
708	0.3058896136
709	0.3057340081
710	0.3056544973
711	0.3055173105
712	0.3053181207
713	0.3051991534
714	0.3050980639
715	0.3047720496
716	0.3045924172
717	0.3044059241
718	0.3042189755
719	0.3040289238
720	0.3038121978
721	0.3035395323
722	0.303442713
723	0.3034018901
724	0.3033927804
725	0.3032848586
726	0.3031174105
727	0.3030484897
728	0.3029394007
729	0.3028787072
730	0.3027917378
731	0.3027664014
732	0.3027263471
733	0.3025397685
734	0.302335853
735	0.3022940052
736	0.3021602346
737	0.3020717564
738	0.3017988347
739	0.3017693135
740	0.3016830274
741	0.3016716117
742	0.301563206
743	0.3014383458
744	0.3013547072
745	0.3012514826
746	0.3009531961
747	0.3008515088
748	0.3007191331
749	0.3006192962
750	0.3004270525
751	0.3003570215
752	0.3002000211
753	0.3001776453
754	0.2998932226
755	0.2998680286
756	0.2996272187
757	0.2995807591
758	0.2992839244
759	0.2991086476
760	0.2990482103
761	0.2989040773
762	0.2986706976
763	0.2986173203
764	0.2984822971
765	0.2982683609
766	0.298102877
767	0.2979242126
768	0.297885724
769	0.2977816454
770	0.2976506646
771	0.2975797511
772	0.2973387989
773	0.2972859055
774	0.2972094692
775	0.297190652
776	0.2971405485
777	0.2969433229
778	0.296836853
779	0.2967585948
780	0.2966273578
781	0.2964280541
782	0.296347917
783	0.2962807328
784	0.2961362583
785	0.2959191052
786	0.2957915121
787	0.2957688517
788	0.2957497497
789	0.2956649723
790	0.295547827
791	0.2953691625
792	0.2952758447
793	0.2950514893
794	0.2949744552
795	0.2948930086
796	0.2948328274
797	0.2948011996
798	0.2947696572
799	0.2946919968
800	0.2945784668
801	0.2943709644
802	0.2942447662
803	0.2942049112
804	0.2941892823
805	0.2941588501
806	0.2940709698
807	0.2940500174
808	0.2939127168
809	0.2938620439
810	0.2938072148
811	0.2936932009
812	0.2935087289
813	0.2932993191
814	0.2932136877
815	0.2931492934
816	0.2930349094
817	0.2929323396
818	0.2927574329
819	0.292617627
820	0.2923640635
821	0.2922854637
822	0.2921900963
823	0.2920859607
824	0.2919062145
825	0.2917381116
826	0.2916783005
827	0.2916559248
828	0.2915274777
829	0.2913603142
830	0.2912017765
831	0.2911312046
832	0.291067949
833	0.2909602834
834	0.2908748228
835	0.2907572789
836	0.2906023282
837	0.2903061767
838	0.2901862415
839	0.2899436097
840	0.2897445906
841	0.28970391
842	0.2894858745
843	0.2893640888
844	0.2892175931
845	0.2891789337
846	0.2890769617
847	0.2889928106
848	0.288858613
849	0.2885652798
850	0.2884149409
851	0.2883308183
852	0.2881364395
853	0.2880489862
854	0.2879310437
855	0.287660371
856	0.2874062382
857	0.2873557361
858	0.2871252316
859	0.2868874963
860	0.2868000998
861	0.2867386092
862	0.2865705348
863	0.2864915079
864	0.2864685059
865	0.2862905246
866	0.2862308844
867	0.2860487184
868	0.2858553644
869	0.2857669716
870	0.2854835738
871	0.2854094719
872	0.2853603648
873	0.2851891019
874	0.2850865037
875	0.2850286
876	0.2849871507
877	0.2846129119
878	0.2844511004
879	0.2841871746
880	0.2840995789
881	0.284061745
882	0.2839081038
883	0.2838057333
884	0.2837455522
885	0.2837374104
886	0.2836739554
887	0.2835646103
888	0.2833727652
889	0.2831366809
890	0.2829542587
891	0.2826936067
892	0.2826392615
893	0.2826220954
894	0.2824715002
895	0.2823569454
896	0.2823213036
897	0.2821190677
898	0.2820020078
899	0.28193972
900	0.2819030249
901	0.2817508071
902	0.2817063403
903	0.2815995288
904	0.2815219253
905	0.2813438586
906	0.281035409
907	0.2810016177
908	0.2809118299
909	0.2807887063
910	0.2804462945
911	0.2802700214
912	0.280090332
913	0.2800083445
914	0.2798546179
915	0.2798008136
916	0.2796702883
917	0.2795445456
918	0.2795161347
919	0.2794782439
920	0.2792657311
921	0.2790545848
922	0.2789212697
923	0.2787935058
924	0.2787318159
925	0.2786114821
926	0.2785565106
927	0.278517538
928	0.2784095309
929	0.2781787417
930	0.2781521242
931	0.2781167102
932	0.2781115859
933	0.2779935296
934	0.2778224091
935	0.2775820262
936	0.2774358721
937	0.2773638768
938	0.2772753701
939	0.2771988484
940	0.2770473708
941	0.2769590349
942	0.2767965972
943	0.2767770682
944	0.2767339393
945	0.276672648
946	0.2765510331
947	0.2764296461
948	0.2764054483
949	0.276263906
950	0.2758859094
951	0.2757426589
952	0.2756587356
953	0.2755582439
954	0.2753848176
955	0.275344564
956	0.2753252627
957	0.2752958269
958	0.2751702835
959	0.2749209618
960	0.2747934825
961	0.2747481901
962	0.2745533274
963	0.2745134154
964	0.2744063477
965	0.2742553255
966	0.2741620078
967	0.2740376316
968	0.2737111903
969	0.2736444616
970	0.2736099585
971	0.2735788146
972	0.2735002717
973	0.2734080927
974	0.2732323604
975	0.2730584216
976	0.2730138978
977	0.2729859993
978	0.2729038979
979	0.2727552955
980	0.2726404275
981	0.2725062299
982	0.2723700111
983	0.2722998662
984	0.2722658186
985	0.2721421825
986	0.2720705289
987	0.2720112302
988	0.2719858654
989	0.2719569989
990	0.2717699933
991	0.271661673
992	0.2715321726
993	0.2714927446
994	0.27135143
995	0.2712873487
996	0.271108428
997	0.2710385678
998	0.2708879158
999	0.2705149295
