iter	Logloss
205	0.3811224209
206	0.380965776
207	0.3807994887
208	0.3806703608
209	0.3804659795
210	0.3802209771
211	0.3801131495
212	0.3799322397
213	0.3796454819
214	0.3794455724
215	0.3792125299
216	0.3789961887
217	0.3787698942
218	0.3784893909
219	0.37833437
220	0.3781640424
221	0.3780172946
222	0.3777649473
223	0.3775854237
224	0.3773978071
225	0.3772080821
226	0.3767812391
227	0.3766511871
228	0.3765463448
229	0.3764517604
230	0.3762938319
231	0.3760350917
232	0.3759136301
233	0.3756210868
234	0.3754339186
235	0.3753277063
236	0.3751564762
237	0.3750302458
238	0.3749450221
239	0.3746606648
240	0.374479289
241	0.3743347072
242	0.3742470134
243	0.3741513634
244	0.3739749897
245	0.3738339409
246	0.3736600136
247	0.3736447361
248	0.3732510694
249	0.3730047544
250	0.3728216959
251	0.3727399991
252	0.3726710558
253	0.3725147269
254	0.3722498672
255	0.3720558034
256	0.3719203286
257	0.371766513
258	0.3715253469
259	0.3713625935
260	0.3711605803
261	0.3708907893
262	0.3705569292
263	0.3704261321
264	0.3703126953
265	0.3702397873
266	0.3700674496
267	0.369897705
268	0.3697459654
269	0.369512536
270	0.3694049328
271	0.3692558089
272	0.3691586818
273	0.3688982043
274	0.3687891493
275	0.3687041322
276	0.3684458251
277	0.3681339273
278	0.3679722914
279	0.3678848851
280	0.3677601976
281	0.3675780339
282	0.3674557577
283	0.3672195159
284	0.3670653905
285	0.3668532263
286	0.3666784072
287	0.3665727273
288	0.3662859919
289	0.3660710501
290	0.3659562264
291	0.3657818466
292	0.3656104503
293	0.3654381625
294	0.3652771727
295	0.365226312
296	0.3650967903
297	0.3648313828
298	0.3646929221
299	0.3645535102
300	0.3644418668
301	0.3643361038
302	0.3642567888
303	0.3641310798
304	0.3639434185
305	0.3636657446
306	0.3635335584
307	0.3632869519
308	0.3629750584
309	0.3628932209
310	0.3626987203
311	0.3624926248
312	0.3623339146
313	0.3621712526
314	0.3619915956
315	0.3618448642
316	0.3617252949
317	0.3616399127
318	0.3615072082
319	0.3613375689
320	0.361147518
321	0.3609996122
322	0.3607374091
323	0.3606128865
324	0.3603715199
325	0.3602005339
326	0.3601138059
327	0.3599660477
328	0.3598178725
329	0.359616966
330	0.3594846309
331	0.3593264061
332	0.3591957701
333	0.3590811223
334	0.3588877984
335	0.3588032893
336	0.3586863045
337	0.358601486
338	0.35849661
339	0.3583564092
340	0.3582425538
341	0.358095331
342	0.3579477067
343	0.3579022972
344	0.3577966136
345	0.3576298872
346	0.3575055674
347	0.3573836026
348	0.3572788449
349	0.3571722134
350	0.3570238229
351	0.3569004055
352	0.3567804894
353	0.3565594872
354	0.35638719
355	0.356134415
356	0.3560228193
357	0.3558386639
358	0.3557199268
359	0.3556414324
360	0.355509857
361	0.3554051539
362	0.3552736938
363	0.3551073152
364	0.3549577333
365	0.354838141
366	0.3547421779
367	0.3546557461
368	0.3545200168
369	0.3543617976
370	0.3542228248
371	0.3541261578
372	0.353966694
373	0.3538035457
374	0.353731026
375	0.3536231419
376	0.3535181773
377	0.3533989233
378	0.3532983542
379	0.35307668
380	0.3529036486
381	0.3527057468
382	0.3525356343
383	0.3523756926
384	0.352277868
385	0.3521799064
386	0.3520938369
387	0.3519492407
388	0.3517730207
389	0.3516001612
390	0.3514164015
391	0.3513423994
392	0.351179643
393	0.3510231878
394	0.3509001764
395	0.3507861246
396	0.3507034431
397	0.3506178432
398	0.3504205889
399	0.3502938469
400	0.3501971528
401	0.3500872652
402	0.3499244222
403	0.3498443237
404	0.3497403851
405	0.3496444644
406	0.3495542431
407	0.3494595976
408	0.3493172908
409	0.3492182345
410	0.3490410271
411	0.3489459558
412	0.3487809556
413	0.3487126576
414	0.3485682296
415	0.3484651093
416	0.3483504697
417	0.3482385384
418	0.3480606493
419	0.3478795649
420	0.3477721862
421	0.347655568
422	0.3474879022
423	0.3472501325
424	0.3471045385
425	0.346951124
426	0.3468705955
427	0.346645244
428	0.3465012753
429	0.3463215087
430	0.3462064626
431	0.346089661
432	0.3459611679
433	0.3458705407
434	0.3457719032
435	0.3456725629
436	0.345508293
437	0.3453576714
438	0.3452730529
439	0.3451718635
440	0.345035877
441	0.3449153364
442	0.3447673483
443	0.3446695309
444	0.3444782695
445	0.344275945
446	0.3441296914
447	0.3439894632
448	0.3438861936
449	0.3437092156
450	0.3436146207
451	0.3435167563
452	0.3434237685
453	0.3433112878
454	0.3432326228
455	0.3431318926
456	0.3430173093
457	0.3428702259
458	0.3427240202
459	0.3426052404
460	0.3425187355
461	0.3423634519
462	0.3421984529
463	0.3420617671
464	0.3419529896
465	0.3417806066
466	0.3416200035
467	0.3414817551
468	0.3413653128
469	0.3412517781
470	0.3411295222
471	0.3409668425
472	0.340800582
473	0.3406320738
474	0.3404829944
475	0.3403370699
476	0.340175696
477	0.3400055887
478	0.3398290349
479	0.3396871849
480	0.3395310975
481	0.3393144857
482	0.3392267078
483	0.339039017
484	0.3389294468
485	0.3388109586
486	0.3387087864
487	0.3386103607
488	0.3384536293
489	0.3383428853
490	0.3381957194
491	0.3380922849
492	0.3379388861
493	0.3377438087
494	0.3375547402
495	0.3373759508
496	0.3372521003
497	0.3370946554
498	0.33700271
499	0.3368660488
500	0.3367849688
501	0.3366895523
502	0.3364810797
503	0.3363114332
504	0.3361587072
505	0.3360662285
506	0.3359201599
507	0.3357608617
508	0.3356357636
509	0.3355222761
510	0.3354145982
511	0.3352622368
512	0.3351201576
513	0.3349993629
514	0.3348641038
515	0.3347534397
516	0.3346777791
517	0.3345276877
518	0.3344183185
519	0.3343129438
520	0.3342172252
521	0.3340686274
522	0.3338759901
523	0.3337061446
524	0.3335174234
525	0.3333648753
526	0.3332496354
527	0.3330682398
528	0.3329270599
529	0.3327682067
530	0.3326245382
531	0.3325194191
532	0.3323139751
533	0.3322555984
534	0.3321329504
535	0.3320373138
536	0.3318286949
537	0.3317049285
538	0.3316254249
539	0.3314757349
540	0.3313475564
541	0.3312434757
542	0.3311450676
543	0.331014255
544	0.3308837631
545	0.3307344462
546	0.3306382231
547	0.3305149547
548	0.3304166345
549	0.3303406493
550	0.330282431
551	0.3302137807
552	0.3301265481
553	0.3300380563
554	0.3299729571
555	0.3297715566
556	0.3296386783
557	0.3295004708
558	0.3294111909
559	0.3292954844
560	0.329207299
561	0.3290645978
562	0.3289626776
563	0.328890105
564	0.3287581638
565	0.3286358331
566	0.3284539924
567	0.3283685239
568	0.3282014971
569	0.3281072723
570	0.3279195826
571	0.3278111274
572	0.3277009677
573	0.3275914143
574	0.327462582
575	0.3273605579
576	0.3272097843
577	0.3270907314
578	0.3270326236
579	0.3268902881
580	0.3267237979
581	0.326657604
582	0.3265984578
583	0.3265264705
584	0.3264718441
585	0.3263718625
586	0.3261704405
587	0.3260238164
588	0.3258724
589	0.3256812894
590	0.3255914138
591	0.3254408528
592	0.3253562326
593	0.3252694795
594	0.3251505546
595	0.3249703599
596	0.3248610235
597	0.3247817948
598	0.3246712526
599	0.3245595873
600	0.3244460121
601	0.3243378954
602	0.3242462005
603	0.3241124341
604	0.3239949246
605	0.3239015699
606	0.3238096785
607	0.3237142205
608	0.3236369019
609	0.32352508
610	0.3234145368
611	0.3233476089
612	0.3231981777
613	0.3231165437
614	0.3230211145
615	0.3229024803
616	0.3227736903
617	0.3226574136
618	0.3225395143
619	0.3223934734
620	0.322259843
621	0.3221626119
622	0.3220576265
623	0.321943981
624	0.321840912
625	0.3217316592
626	0.3216569825
627	0.3215925484
628	0.3214686021
629	0.3213431495
630	0.3212759949
631	0.3211524761
632	0.321071874
633	0.3209927596
634	0.3208791822
635	0.3207817056
636	0.3207180933
637	0.3205962663
638	0.3205268141
639	0.3204187431
640	0.3203349104
641	0.3202638861
642	0.3201985912
643	0.3201372365
644	0.3200333053
645	0.3199412752
646	0.3198818752
647	0.3197994734
648	0.3196725849
649	0.3195607836
650	0.3194730063
651	0.319387994
652	0.3193344355
653	0.3192375908
654	0.3191701578
655	0.319035122
656	0.318934742
657	0.3188024531
658	0.3187283978
659	0.3186784603
660	0.3185771272
661	0.3184679188
662	0.3183363733
663	0.3182580596
664	0.318207226
665	0.3181428554
666	0.3180336747
667	0.3178981923
668	0.3178032668
669	0.3176603394
670	0.3175760253
671	0.3175079208
672	0.3173805272
673	0.3172639236
674	0.3171593862
675	0.317065765
676	0.3169875543
677	0.316902566
678	0.3167922556
679	0.3167059928
680	0.3165779009
681	0.3164590712
682	0.3163651341
683	0.3163159051
684	0.3162689176
685	0.3161743266
686	0.3160805786
687	0.3159959883
688	0.315914036
689	0.315805069
690	0.3157141304
691	0.3156155446
692	0.3155639163
693	0.3154949297
694	0.3154566783
695	0.3153813175
696	0.3152812174
697	0.3152297056
698	0.3151039407
699	0.3150391769
700	0.3149520879
701	0.3148287115
702	0.3147274103
703	0.3146323719
704	0.3144805251
705	0.3143575937
706	0.3142862296
707	0.314217268
708	0.3141505375
709	0.3140405261
710	0.3139398427
711	0.3138072102
712	0.3137050689
713	0.3135921422
714	0.3134598431
715	0.3133590187
716	0.3132442112
717	0.3131537211
718	0.3130759805
719	0.3129806888
720	0.312895674
721	0.3128221209
722	0.3127579185
723	0.3126901454
724	0.3126265163
725	0.3125355501
726	0.3124350079
727	0.3123091719
728	0.3122631999
729	0.3121611702
730	0.3120561428
731	0.3119992724
732	0.3118676123
733	0.3118226765
734	0.3117283608
735	0.3116097286
736	0.3114996944
737	0.3114086428
738	0.3113146727
739	0.3112307829
740	0.3111565236
741	0.311111502
742	0.3109932082
743	0.3108441882
744	0.3107219073
745	0.3106613153
746	0.3105943519
747	0.3105078123
748	0.3104216789
749	0.310273365
750	0.3101282665
751	0.310063868
752	0.3100100022
753	0.309959984
754	0.3098786515
755	0.3098282672
756	0.3097339907
757	0.3096592265
758	0.3095507629
759	0.3095006443
760	0.3094184119
761	0.3093260711
762	0.309215405
763	0.3091281503
764	0.3090147707
765	0.3089450094
766	0.3088582266
767	0.3088125888
768	0.3087242085
769	0.3086243378
770	0.3085431706
771	0.3084760953
772	0.3084090858
773	0.3083337061
774	0.3082678789
775	0.3081812631
776	0.308094008
777	0.3080066377
778	0.3079117354
779	0.3077820952
780	0.3076930393
781	0.3075542414
782	0.3075085204
783	0.3074095346
784	0.3073573524
785	0.3073161225
786	0.307226729
787	0.3071149283
788	0.307005822
789	0.3069520898
790	0.3068715996
791	0.3067864187
792	0.3066769714
793	0.306618781
794	0.3065277307
795	0.3064353883
796	0.3063933186
797	0.3062943235
798	0.3062552018
799	0.3061531141
800	0.306100228
801	0.3060526399
802	0.3059757434
803	0.3058814316
804	0.3057963329
805	0.3057374106
806	0.3055563726
807	0.3054658265
808	0.305337767
809	0.3052667655
810	0.3051896758
811	0.3051158144
812	0.3050268779
813	0.3049416096
814	0.3048781121
815	0.3048224765
816	0.3047413111
817	0.3047001699
818	0.3046407435
819	0.3045843779
820	0.3045116959
821	0.3044546294
822	0.30433797
823	0.3042674212
824	0.3042263079
825	0.3041534012
826	0.3040963056
827	0.3040138657
828	0.3038874134
829	0.30378319
830	0.3037293299
831	0.3036443675
832	0.3035733695
833	0.30351849
834	0.3034230006
835	0.303336922
836	0.303274378
837	0.3031929044
838	0.3031426012
839	0.3030586572
840	0.3030027662
841	0.3028897117
842	0.3028202953
843	0.3027366586
844	0.3026463369
845	0.3025713784
846	0.3024851327
847	0.302385544
848	0.3023322131
849	0.3021673796
850	0.3020810452
851	0.3020117304
852	0.3019491592
853	0.3018631625
854	0.3018212037
855	0.3017639108
856	0.3016781685
857	0.3015642818
858	0.3014869369
859	0.3013967265
860	0.3013343789
861	0.301259646
862	0.3011974207
863	0.3010818808
864	0.3009943117
865	0.3008860451
866	0.3008167915
867	0.3007109369
868	0.3005955375
869	0.3004689545
870	0.3003345992
871	0.3002850501
872	0.3002463486
873	0.3001955424
874	0.3001343159
875	0.3000180019
876	0.2998693483
877	0.2998245811
878	0.299742181
879	0.2996728686
880	0.2996437934
881	0.2995606631
882	0.2995113186
883	0.2994223126
884	0.2992806241
885	0.2992213109
886	0.2990863925
887	0.2990099471
888	0.2989407696
889	0.2988851279
890	0.2988493375
891	0.2987505645
892	0.2987066962
893	0.2986195771
894	0.298549253
895	0.2984824091
896	0.2984099523
897	0.2983132738
898	0.2982787741
899	0.2982108451
900	0.2980956412
901	0.2979791773
902	0.2979197499
903	0.2978848389
904	0.297806622
905	0.2977199251
906	0.2976552742
907	0.2976165453
908	0.2975345605
909	0.2974414242
910	0.2973761274
911	0.2973107729
912	0.2972625502
913	0.2972045553
914	0.2971326578
915	0.2970432136
916	0.2968812976
917	0.2968099898
918	0.2967585678
919	0.2966825717
920	0.2966178365
921	0.2965328254
922	0.296446717
923	0.2963386527
924	0.2962345983
925	0.2961815438
926	0.2960836093
927	0.2959714845
928	0.2959218021
929	0.2958515608
930	0.2957843815
931	0.2957328639
932	0.2956463572
933	0.2955649044
934	0.295523451
935	0.2954668888
936	0.2953701017
937	0.2952963482
938	0.2951834165
939	0.295136262
940	0.2950737092
941	0.2949628626
942	0.2949050636
943	0.2948613098
944	0.2948134255
945	0.2947460508
946	0.2946882807
947	0.2946467916
948	0.2945665629
949	0.2944563087
950	0.2943618608
951	0.2942716812
952	0.2942306178
953	0.2941556876
954	0.2940596674
955	0.2940062224
956	0.2939106492
957	0.2938272368
958	0.2937199787
959	0.2936309784
960	0.2935287779
961	0.2934253478
962	0.2933764521
963	0.293310591
964	0.2932308317
965	0.2931527847
966	0.2930840868
967	0.293003765
968	0.2929496963
969	0.2928961968
970	0.2927664771
971	0.2926222113
972	0.2925438524
973	0.2924225212
974	0.2923439394
975	0.2923011416
976	0.2922364794
977	0.292104704
978	0.2920502525
979	0.2919597933
980	0.2918703405
981	0.2917779427
982	0.2916897534
983	0.2915406217
984	0.2914750781
985	0.2914488186
986	0.2913797813
987	0.2913510419
988	0.2912810569
989	0.2912343516
990	0.2911648694
991	0.2910847148
992	0.2909716379
993	0.2909297363
994	0.2908746348
995	0.290802513
996	0.2906984319
997	0.290620832
998	0.2905026278
999	0.2904339115
